"no","district","landid","eligible","voters","cducsu1","cducsu2","spd1","spd2","fdp1","fdp2","dielink1","dielinke2","greens1","greens2","pirates1","pirates2","afd1","afd2","turnout","area","population","popdensity","pop18_25","pop25_35","pop35_60","pop60_75","pop75_","abitur","localbusinesstax","unemployment","socialbenefits","land","east"
1,"Flensburg - Schleswig",1,226944,162749,41.9265248941622,37.6942408248284,36.6933130157482,32.1943606412328,1.86729257937069,4.95548359744146,4.56899888785799,5.58160111582867,7.67500875581417,9.6676477274822,2.10016651407996,1.95577238569822,3.2159951827661,4.03259006199731,71.7132860970107,2128.1,286.4,134.7,8.9,11.2,35.5,18,9.3,32.1,293.1,8.6,87.1,"Schleswig-Holsten",FALSE
2,"Nordfriesland - Dithmarschen Nord",1,186177,131527,49.174694169258,42.8680042880929,31.7151611456203,29.3399834254564,2.4116721281562,6.32645768549423,3.53767667475119,4.35880085457739,6.43594090947106,8.018885856136,1.87566051076965,1.83460430177834,3.02067256152729,3.79693903152965,70.6462130123485,2777.1,232.7,84,7.9,10,35.6,18.9,10.3,22.7,489,7.5,67.7,"Schleswig-Holsten",FALSE
3,"Steinburg - Dithmarschen Süd",1,176731,126409,44.8298776194733,41.4590733254752,33.6020378295849,29.6671914183326,5.00280834434257,6.08263652113378,3.88342602188135,4.97274719363336,5.05185548497338,7.50342143360046,2.11535571043201,2.14304361240102,3.53455845707189,4.34462736039364,71.5262178112499,2000.5,222.4,111.4,7.7,9.3,37.6,18.1,9.5,23.1,320.8,6.2,73.3,"Schleswig-Holsten",FALSE
4,"Rendsburg-Eckernförde",1,198903,149583,44.6407680017114,40.3448252809477,36.3657634891665,31.1920472246178,1.84111830889874,5.43243550403455,3.27711036681976,4.30998174926295,6.88982036728773,9.16347445899601,1.842455359232,1.75153593657033,3.3987819471464,4.34541358309434,75.2039939065776,2161.8,246.5,114.2,7.4,9.1,37.8,18.5,9,24.3,243.6,5.4,57.4,"Schleswig-Holsten",FALSE
5,"Kiel",1,205243,146452,32.7240324474913,29.9709119711578,42.5197334280174,34.3197771283424,2.09556714828067,5.26315789473684,5.20443558298965,6.84388058886188,9.8564717450086,13.9253816950264,2.44107284297927,2.69439816458635,2.75858301696119,3.67287575451342,71.355417724356,143,264.8,1846.6,10.8,16,34.7,15.8,8.5,40.5,437.2,9.3,125.7,"Schleswig-Holsten",FALSE
6,"Plön - Neumünster",1,174746,127093,43.1439969156445,38.3050207328492,37.047673750718,32.3338028058194,1.82700856852856,5.28904030906502,3.70437396237401,4.71072364331631,6.27807983130463,9.10907760458877,1.70505063221421,1.69482190207171,3.80587443840337,4.64305665929674,72.7301340230964,1302,222,170.6,7.5,9.3,37.6,19.1,9.8,30.3,290.6,7.5,82.3,"Schleswig-Holsten",FALSE
7,"Pinneberg",1,235610,179055,44.9487587612745,40.2144592443663,35.7465583200693,30.9240177599062,1.84468459411913,5.50836335204267,3.90103599452682,4.97612465443579,6.32431375834241,8.53983412917819,1.80112256010723,1.88210326436011,3.77872720672419,4.73541649213929,75.9963499002589,664.3,306.3,459.3,7.3,10.2,37.8,18.2,9.3,36.5,428,5.2,59.8,"Schleswig-Holsten",FALSE
8,"Segeberg - Stormarn-Mitte",1,244240,183250,45.0046384720327,40.4698499317872,34.9238744884038,29.8450204638472,2.03110504774898,5.70204638472033,3.82155525238745,4.97244201909959,6.07967257844475,8.56480218281037,1.93506139154161,2.01145975443383,3.75388813096862,4.92987721691678,75.0286603340976,1333.5,305.5,228.3,7.2,10.5,38,18,8.4,31.5,433,4.6,51.6,"Schleswig-Holsten",FALSE
9,"Ostholstein - Stormarn-Nord",1,180022,131939,45.3110907313228,40.7044164348676,36.6449647185442,31.1765285472832,2.24497684536036,6.0906934265077,3.38717134433337,4.29213500178113,5.41538135047257,7.95064385814657,1.56132758320133,1.59998180977573,3.71156367715384,4.90453921888145,73.29048671829,1533.3,223.1,145.2,6.7,8.9,36.8,20.8,11.2,29.4,261,7,63.3,"Schleswig-Holsten",FALSE
10,"Herzogtum Lauenburg - Stormarn-Süd",1,241257,182982,44.7880119356002,40.2241750554699,34.2924440655365,29.4804953492693,2.13190368451542,5.94484703413451,3.73479358625439,4.89774950541583,6.98101452601895,9.06045403373009,1.58922735569619,1.65644708222667,4.56383688013029,5.57978380387142,75.8452604484015,1349.8,302.3,222.8,6.9,9.7,37.1,18.8,10.4,32.9,478,5.2,57.7,"Schleswig-Holsten",FALSE
11,"Lübeck",1,181923,124711,36.0000320741554,33.8526673669524,40.188114921699,33.7444170923174,2.37188379533481,4.69645821138472,5.34195058976353,6.39077547289333,7.59756557160154,10.9356832997891,2.26523722847223,2.40075053523747,3.32929733543954,4.26826823616201,68.5515300429303,406.3,229.6,563.5,8.7,12.3,34.8,17.8,10.6,32,361.6,9.3,127.1,"Schleswig-Holsten",FALSE
12,"Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I",13,220166,148614,38.3315165462204,39.7546664513438,25.4780841643452,21.2402600024224,1.517353681349,2.22253623480964,21.8041368915445,20.0983756577442,3.5023618232468,4.39931634973825,2.24743294709785,1.7367139031316,NA,5.20543152058352,67.500885695339,3641.4,268.6,73.9,7.1,12.3,39.1,17.6,9.6,36.9,291.6,9.9,109.1,"Mecklenburg-Vorpommern",TRUE
13,"Ludwigslust-Parchim II - Nordwestmecklenburg II - Landkreis Rostock I",13,208976,137171,42.2224814282902,41.4971094473322,22.3888431228175,19.4217436630192,1.54916126586523,2.1914253012663,22.4624738465127,20.9978785603371,3.38336820464967,3.97168497714532,2.16080658448214,1.54989028293152,NA,5.20372381917461,65.6395949774137,3909.7,253,64.9,6.5,11.2,39.8,18.9,10,32.8,186.1,9.5,95,"Mecklenburg-Vorpommern",TRUE
14,"Rostock - Landkreis Rostock II",13,223885,152820,34.4594948305196,37.4218034288706,17.9937180997252,18.9831173930114,1.05090956681063,1.90485538542076,30.205470488156,23.4210181913362,7.33935348776338,6.46119617851067,2.1351917288313,2.34786022771888,NA,5.36317235963879,68.2582575876008,992.9,269.9,271.6,9.4,14.8,35.6,18.2,9.3,40.7,285,11.1,125.1,"Mecklenburg-Vorpommern",TRUE
15,"Vorpommern-Rügen - Vorpommern-Greifswald I",13,244880,157402,55.3627018716408,44.2707208294685,13.7787321635049,14.3771997814513,0.77953266159261,2.58382993862848,18.9622749393273,20.2856380478012,3.00377377669915,4.68354912898184,2.37481099350707,2.24075932961462,NA,6.45417466105895,64.2771969944463,3450.2,293.7,85.4,8,12.6,37.8,18.6,10,31.7,170.8,14.9,124.4,"Mecklenburg-Vorpommern",TRUE
16,"Mecklenburgische Seenplatte I - Vorpommern-Greifswald II",13,234110,148874,45.0508483684189,44.1762832999718,15.36198395959,14.5109287048108,1.81025565243091,1.95467307924822,23.4910058169996,21.2649623171272,2.25627040315972,2.69355293738329,2.56928677942421,1.76592286094281,NA,5.94462431317759,63.5914740933749,4950.1,281.9,57.3,6.7,11.4,39.4,18.8,10.7,37,167.7,14,136,"Mecklenburg-Vorpommern",TRUE
17,"Mecklenburgische Seenplatte II - Landkreis Rostock III",13,218688,136837,45.9320213100258,44.1452238795063,18.2911054758581,16.7944342538933,1.44916944978332,2.02503708792213,22.1314410576087,21.0608241922872,2.98384208949334,3.26958351907744,1.93880310150033,1.54344219765122,NA,4.97380094565066,62.5717917764121,6248.9,262.6,42.2,6.4,11,39.8,18.4,10.7,35.8,165,12.1,119.3,"Mecklenburg-Vorpommern",TRUE
18,"Hamburg-Mitte",2,256862,168465,27.7523521206185,26.6803193541685,38.5819012851334,33.0757130561244,1.7083667230582,3.83343721247737,9.31528804202653,10.7583177514617,11.8380672543258,13.4419612382394,3.40308075861455,3.82393969073695,3.27961297598908,4.26557445166652,65.5858009359111,119.4,386.2,3209.9,8.2,16,36.5,15.4,8.6,54.8,1038.6,7.1,99.9,"Hamburg",FALSE
19,"Hamburg-Altona",2,182776,135857,32.0991925333255,29.1343103410203,34.534841782168,29.4493474756545,1.93365082402821,5.41230853029288,10.127560596804,10.6913887396306,13.5289311555533,16.3164209426088,2.21188455508365,2.67192709981819,2.27739461345385,3.1805501372767,74.3297807151924,78.8,264,3314.9,8.2,16,36.5,15.4,8.6,54.8,1038.6,7.1,99.9,"Hamburg",FALSE
20,"Hamburg-Eimsbüttel",2,189772,143084,32.9261133320287,30.7434793547846,37.1145620754242,31.0950211064829,2.28117749014565,5.10748930698051,6.79880350004193,8.48242990131671,12.8588800984037,15.4273014453049,2.34267982443879,2.6215369992452,2.81932291521065,3.63213217410752,75.3978458360559,49.6,258.8,5182.7,8.2,16,36.5,15.4,8.6,54.8,1038.6,7.1,99.9,"Hamburg",FALSE
21,"Hamburg-Nord",2,211824,163950,39.3162549557792,36.1354071363221,34.4135407136322,29.9109484598963,2.39158279963403,6.24702653247941,4.65141811527905,6.47453491918268,11.7981091796279,12.4165904239097,2.17078377554132,2.2189691979262,3.48154925282098,4.09942055504727,77.3991615680943,114.9,278,2407.3,8.2,16,36.5,15.4,8.6,54.8,1038.6,7.1,99.9,"Hamburg",FALSE
22,"Hamburg-Wandsbek",2,218797,147153,36.6978586912941,34.4138413759828,39.4344661678661,34.2086128043601,1.89122885703995,4.45522687271072,6.51974475545861,7.52821892859813,6.33354399842341,8.60804740644092,2.26159167669025,2.33566424062031,4.09505752516089,4.82015317390743,67.2554925341755,77.2,296.2,3819.7,8.2,16,36.5,15.4,8.6,54.8,1038.6,7.1,99.9,"Hamburg",FALSE
23,"Hamburg-Bergedorf - Harburg",2,221887,142704,35.0683933176365,33.3032010315058,39.8496187913443,34.5484359233098,1.56547819262249,3.47011996860635,7.42445902006951,8.28077699293643,6.36842695369436,9.05090256755242,2.24100235452405,2.52760959748851,3.81769256643121,4.64177598385469,64.3138173935382,315.4,327.5,1033,8.2,16,36.5,15.4,8.6,54.8,1038.6,7.1,99.9,"Hamburg",FALSE
24,"Aurich - Emden",3,190987,134256,31.8324693123585,32.047729710404,49.4190203789775,43.2606363961387,1.55300321773329,3.21996782266714,4.74690144202121,4.9070432606364,9.40516624955309,8.21415802645692,NA,1.41520676915743,NA,3.08068168275533,70.295884013048,1399.7,240,171.4,8.5,10.3,35.9,18,9.3,35.3,667.4,8.6,82.9,"Lower Saxony",FALSE
25,"Unterems",3,232784,166959,54.0468019094508,48.2849082708928,30.7913918986098,30.5937385825262,2.56829521020131,3.9153325067831,3.8488491186459,4.05548667636965,5.05573224564115,5.69361340209273,NA,1.32846986385879,NA,2.91688378583964,71.7227129012303,2597.1,310,118.8,8.8,11.2,36.6,15.9,8.2,32.8,301.7,5.1,52.3,"Lower Saxony",FALSE
26,"Friesland - Wilhelmshaven - Wittmund",3,190034,134162,38.9640881918874,37.8616895991413,43.3639927848422,35.7858409981962,2.25399144318063,4.22623395596369,5.02079575438649,5.07893442256377,5.48739583488618,7.25317153888582,NA,1.49595265425381,NA,4.08386875568343,70.5989454518665,1371.5,236.5,173,8.2,9.9,35.4,19.9,10.4,36.5,283.1,8.9,86.2,"Lower Saxony",FALSE
27,"Oldenburg - Ammerland",3,220409,163543,36.3971554881591,34.8941868499416,37.0220675907865,32.3193288615227,2.4250502925836,5.0200864604416,5.37717909051442,6.43439340112386,11.3438056046422,12.3331478571385,1.63198669463077,1.74449533150303,3.36425282647377,4.17810606384865,74.1997831304529,831.3,282.5,338.4,8.6,12.5,36.9,16.6,8.7,47.7,392.3,6.4,79.7,"Lower Saxony",FALSE
28,"Delmenhorst - Wesermarsch - Oldenburg-Land",3,227719,162698,39.2334263482034,38.4884878732375,38.879396181883,33.7115391707335,3.23482771761177,4.9385978930288,4.47024548550074,5.41739910754896,6.01359574180383,8.02652767704581,1.6884042827816,1.58391621286064,3.25265215306888,3.90846845074924,71.4468270104822,1947.4,292.3,150,8,9.7,37.6,17.8,9.1,34.2,412,6.8,82.4,"Lower Saxony",FALSE
29,"Cuxhaven - Stade II",3,187640,137151,46.249024797486,43.5279363621118,36.0150491064593,33.1999037557145,1.36491895793687,3.59020349833395,3.57562103083463,4.55045898316454,6.07068121996923,6.99375141267654,1.54574155492851,1.43491480193364,2.94128369461397,3.46552340121472,73.0926241739501,2573.8,235.8,91.7,7.3,9.3,36.4,19.4,10.4,34.8,209.2,6.2,65.3,"Lower Saxony",FALSE
30,"Stade I - Rotenburg II",3,194958,145131,47.2297441621707,44.4233141093219,33.8390833109398,30.7294788845939,1.72602683093205,4.15004375357436,3.36110134981499,4.14866568824028,6.26950823738554,7.72336716483728,1.36772984407191,1.46832861345956,3.88063198076221,4.50007234843004,74.4421875480873,1969.1,249,126.4,8.1,10.7,37.1,16.9,8.5,38.2,350.8,5.5,61.6,"Lower Saxony",FALSE
31,"Mittelems",3,228051,170444,58.4972190279505,55.6916054539908,28.6915350496351,25.8554129215461,1.56825702283448,4.12569524301237,2.66539156555819,2.99629203726737,4.92419797704818,5.37419915045411,NA,1.44094247964141,2.21597709511628,2.54101053718523,74.7394223221999,2351.7,305.6,129.6,8.6,11.2,36.7,15.7,8.8,37.8,498.9,4.1,46.1,"Lower Saxony",FALSE
32,"Cloppenburg - Vechta",3,216300,153769,65.6926948864856,62.6920900831767,21.0848740643433,19.6190389480324,1.82871710162647,4.59975677802418,2.48489617543198,2.7697390241206,3.70815964206049,4.21931598696746,NA,1.18099226762221,2.10575603665238,2.32556627148515,71.0906148867314,2231,299.4,132.5,9.6,12.4,36.5,12.9,7.4,38.3,534.5,4.6,47.8,"Lower Saxony",FALSE
33,"Diepholz - Nienburg I",3,193097,142350,46.9701440112399,43.1359325605901,33.0642781875659,31.2125043905866,1.96487530734106,4.8675799086758,3.46540217773094,4.46715841236389,7.48226203020724,8.11801896733404,1.52160168598525,1.50544432736214,2.50860554970144,3.40007024938532,73.719425987975,2487.4,246,98.4,7.6,9.7,38.1,17.5,9.7,38.3,482,4.7,56.7,"Lower Saxony",FALSE
34,"Osterholz - Verden",3,193643,144923,43.5914244115841,39.4989063157677,37.0265589312946,32.7159940106125,0.937739351241694,3.6122630638339,4.96470539527887,5.52569295418947,6.71322012378987,9.45881606094271,1.73609433975283,1.8320073418298,3.10440716794436,3.78614850644825,74.8402989005541,1438.7,245.1,170.1,7.4,9.5,37.9,18.5,8.8,43.3,394.7,4.9,54.4,"Lower Saxony",FALSE
35,"Rotenburg I - Heidekreis",3,167867,122823,44.3304592787996,43.2842382941306,40.1398760818413,30.9534859106193,1.70733494540925,4.01390619020867,3.8738672724164,4.53660959266587,4.90624720125709,8.41210522459149,1.52658703988667,1.40201753743191,NA,3.73382835462413,73.1668523295228,2724.8,213.7,78.5,8.1,10.3,36.9,17,9.7,37.6,297.3,5.9,63.4,"Lower Saxony",FALSE
36,"Harburg",3,194856,152819,44.7967857399931,42.4718130598944,31.3495049699318,28.0822410825879,3.34382504793252,4.83055117491935,3.58070658753166,4.34566382452444,7.03708308521846,9.2122052886094,1.55478049195453,1.63526786590673,5.69562685268193,5.93447149896283,78.4266330007801,1244.9,248.9,199.2,6.9,9.4,38.4,18.6,8.9,43.8,290.1,4.7,47.1,"Lower Saxony",FALSE
37,"Lüchow-Dannenberg - Lüneburg",3,179069,133574,39.4118615898304,36.5011154865468,33.3081288274664,28.7593393923967,1.5811460314133,3.95361372722236,5.82748139608008,6.88906523724677,11.9169898333508,14.1434710347822,2.15535957596538,2.24594606734844,3.68709479389702,4.38109212870768,74.5935924140974,2544.1,227.6,89.3,7.8,11.2,37.3,17,9.3,45.8,262.9,7.1,76.7,"Lower Saxony",FALSE
38,"Osnabrück-Land",3,197532,144853,52.5905573236316,47.6151684811499,32.0083118747972,29.1426480638993,1.75764395628672,4.55565297232367,3.56361276604558,3.99232325184843,5.75065756318475,7.62566187790381,1.74383685529468,1.5104968485292,NA,2.80284150138416,73.3314095943948,1916.1,263,136.7,8.4,10.7,37.4,15.1,9.1,32.2,428.3,3.7,46.5,"Lower Saxony",FALSE
39,"Stadt Osnabrück",3,194231,142840,45.0966115933912,42.5329039484738,34.3454214505741,30.1729207504901,2.75413049565948,4.11229347521703,4.08849061887426,5.03220386446374,8.79865583870065,10.7742929151498,2.17166059927191,1.9560347241669,NA,2.63581629795575,73.5412987628134,325.3,259.4,796.2,9.3,13.4,36.1,15.7,9.6,48.8,454.6,6.2,78.9,"Lower Saxony",FALSE
40,"Nienburg II - Schaumburg",3,195948,141773,41.156637723685,39.6965571723812,44.1840124706397,36.0033292657981,1.37543820050362,3.52182714621261,3.2791857405853,4.23634965755116,5.76484944241851,8.01986273832112,1.89951542254167,1.48688396239058,NA,3.88931601927024,72.3523587890665,1575.1,249.7,159,7.7,9.6,37,17.9,10.8,48.5,276.3,6.5,71.3,"Lower Saxony",FALSE
41,"Stadt Hannover I",3,181122,129867,35.9213657049135,33.0414963000608,42.8985038539429,34.9904132689598,1.45456505501783,4.65322214265364,4.95506941717295,6.15475832967575,7.60470327334889,12.1031516859556,1.87422516882657,1.87422516882657,3.11934517621875,3.58366636635943,71.7013946400769,112.8,257.3,2267.1,8.5,15.9,35.9,15.2,9.5,51,966.5,8,98.8,"Lower Saxony",FALSE
42,"Stadt Hannover II",3,193157,141215,33.4100485075948,29.518110682293,42.2660482243388,34.1975002655525,1.45168714371703,4.2368020394434,6.13036858690649,7.88089084020819,10.0761250575364,15.2667917714124,2.07980738590093,2.20444003823956,2.69234854654251,3.36295719293276,73.1089217579482,91.3,271.6,2957.6,8.5,15.9,35.9,15.2,9.5,51,966.5,8,98.8,"Lower Saxony",FALSE
43,"Hannover-Land I",3,232941,176671,43.8719427636681,40.9156001833917,38.1726485954118,32.7852335697426,2.54937143051208,4.93855811083879,3.52066836096473,4.48913517215616,4.94421834936124,8.09866927792337,1.26336523821114,1.42411601224876,3.05256663515801,3.98367587210125,75.8436685684358,1131.8,303.8,267.9,7.4,10.2,37,18.7,9.7,51,533.6,8,98.8,"Lower Saxony",FALSE
44,"Celle - Uelzen",3,215285,157058,47.9880044314839,43.6577570069656,33.8963949623706,29.8813177297559,1.33135529549593,4.12459091545798,3.60058067720205,4.51107234270142,6.08883342459474,7.68569573023979,NA,1.70191903627959,4.19653885825619,4.9166549936966,72.9535267203939,2999.3,270.7,90.4,7.7,10,36,18.3,10.7,37.7,340.3,7.3,75.5,"Lower Saxony",FALSE
45,"Gifhorn - Peine",3,217256,161941,41.6003359248121,39.7990626215721,42.7680451522468,35.7383244514978,1.39927504461501,3.48768996115869,4.20523523999481,4.67762950704269,4.73382281201178,7.32056736712753,1.89142959472894,1.74940256019167,NA,3.57290618188106,74.5392532312111,1824.3,278.1,152.4,7.8,9.9,38.2,16.5,9.1,37.3,217.4,5.2,65.7,"Lower Saxony",FALSE
46,"Hameln-Pyrmont - Holzminden",3,191980,137839,38.9773576418865,36.9539825448531,41.7037268117151,35.8468938399147,1.81080826181269,4.34202221432251,4.57635357192086,5.22421085469279,5.95042041802393,8.29083205769049,1.8695724722321,1.56124173855005,3.6063813579611,4.02643663984794,71.7986248567559,1622,241.5,149.8,7.6,9.5,35.6,18.9,12.4,38,278,7.9,81.9,"Lower Saxony",FALSE
47,"Hannover-Land II",3,240409,182963,41.4078256259462,38.0645267075857,42.8682301886174,35.6186770002678,1.40301591032067,3.95052551608795,4.01720566453327,4.738116449774,5.14967507091598,8.86080792291338,1.71838021895137,1.49593087126905,NA,3.80295469575816,76.1048879201694,954.8,307.6,321.4,7.3,10,37,18.4,10.1,51,271.5,8,98.8,"Lower Saxony",FALSE
48,"Hildesheim",3,219571,164796,41.6593849365276,38.2539624748173,40.6478312580402,35.9954125100124,1.51035219301439,3.391465812277,4.79926697249933,4.92730406077817,8.35639214544042,8.85154979489793,NA,1.78220345154009,NA,3.39874754241608,75.0536273005087,1205.9,280.2,233.1,8.3,10.2,36.4,17.9,10.8,47.9,270.2,7.6,76,"Lower Saxony",FALSE
49,"Salzgitter - Wolfenbüttel",3,208990,152599,36.514000747056,35.1201515082012,45.9242852181207,38.5854428928106,1.03670404131089,3.36961579040492,4.27525737390153,5.54459727783275,4.3447204765431,7.21695423954285,1.38860674054221,1.46003578005098,2.98036029069653,3.89124437250572,73.0173692521173,1235.6,267.5,217.1,7.6,9.5,36.6,18.9,10.9,35.9,438.6,7.6,82.6,"Lower Saxony",FALSE
50,"Braunschweig",3,193799,143752,34.5803884467694,33.6823139851967,43.0964438755635,33.2106683733096,2.25596861261061,4.32272246647003,4.95227892481496,6.62738605375925,7.03781512605042,12.2530469141299,2.79091769157994,2.90013356335912,2.70883187712171,3.5422115866214,74.1758213406674,192.2,251.9,1303.9,9.3,15,35.1,16.3,9.9,59.2,715.5,7.1,85.2,"Lower Saxony",FALSE
51,"Helmstedt - Wolfsburg",3,187425,133269,44.0912740397242,40.6606187485462,38.1379015374918,34.3943452715935,1.37991580937803,3.59873639030832,4.30032490676752,4.832331599997,5.00191342322671,6.75625989539953,2.23007601167563,1.84589064223488,NA,3.67077114707847,71.1052420968387,1151.5,240.2,208.2,7.9,11.7,36.2,17.8,10.8,45.6,1125.2,5.8,65.2,"Lower Saxony",FALSE
52,"Goslar - Northeim - Osterode",3,208311,149429,41.3059044763734,37.3254187607493,41.6311425493044,37.4659537305342,1.50506260498297,4.08153705104096,4.55400223517523,5.00237571020351,5.24195437297981,6.78650061233094,1.58804515857029,1.43278747766498,NA,3.83660467512999,71.7336098429752,2299.4,259.6,113.6,7.5,9.5,36.3,19.5,12.3,42.7,282.8,7.9,79.4,"Lower Saxony",FALSE
53,"Göttingen",3,222102,165814,37.7278155041191,35.5820377048983,39.9194277925869,32.8138757885341,1.58792381825419,4.0207702606535,5.1750756872158,6.29138673453388,10.0956493420338,12.1075421858227,1.94133185376386,1.91358992606173,NA,3.69148564053699,74.6566892688945,1263.8,289.7,229.8,9.4,13.2,36.2,16.4,9.7,52,372,6.2,72,"Lower Saxony",FALSE
54,"Bremen I",4,256547,184512,29.9156694415539,29.9460197710718,37.4831989247312,32.7902792230316,2.26055757891086,3.88484217828651,8.23035900104058,10.0275320846341,13.7346080471731,13.792056885189,2.62801335414499,2.57761012833854,2.89195282691641,3.39435917447104,71.92132435772,153.9,346.9,2252,8.9,13.7,35.2,17.4,10,36.4,666.5,10.2,131,"Bremen",FALSE
55,"Bremen II - Bremerhaven",4,227276,148510,28.3260386505959,27.7456063564743,43.2805871658474,38.1805938994007,1.47397481651067,2.7176621102956,8.97919332031513,9.95353848225709,8.29910443741162,9.80809373106188,2.6813009224968,2.4907413642179,3.65497272910915,4.06975961214733,65.3434590541896,265.3,315,1186,8.9,13,35.2,17.7,10,39.1,576.3,11.6,144.6,"Bremen",FALSE
56,"Prignitz - Ostprignitz-Ruppin - Havelland I",12,162624,103904,32.8331921773945,35.9033338466277,28.9488373883585,24.6746997228211,1.24538035109332,2.21261934093009,23.5977440714506,22.1820141669233,2.68517092700955,3.39929165383431,2.53406991068679,1.89309362488451,NA,4.58211425931629,63.892168437623,5115.8,193.3,38,6.6,10.7,39.7,19.3,11,35.5,149,11,122.7,"Brandenburg",TRUE
57,"Uckermark - Barnim I",12,160234,100634,38.1521155871773,36.1478228034263,23.0886181608601,22.3334062046624,1.55514040980186,2.05596518075402,25.511258620347,23.4234950414373,2.80720233718226,3.55744579366814,2.44052705844943,1.97249438559533,NA,4.74591092473717,62.8043985670956,3865.8,193.8,50.4,6.6,10.7,39.2,20,10.6,34.7,171.5,13.8,135,"Brandenburg",TRUE
58,"Oberhavel - Havelland II",12,250706,177378,36.6905704202325,35.6295594718624,27.4374499656102,23.4544306509263,1.4494469438149,2.88592722885589,19.1940375920351,18.0535353877031,4.7976637463496,5.55931400737408,2.97725760804609,2.19531170720157,NA,6.60341192256086,70.7513980519014,2460.5,305.9,123.7,6.4,10.6,41,17.5,8.5,37.9,290,8.7,87.7,"Brandenburg",TRUE
59,"Märkisch-Oderland - Barnim II",12,251583,175093,33.2451896991884,31.6060607791288,19.843740183788,21.3161005865454,1.07771298681272,2.17941322611412,32.206313216405,25.6983431662031,3.35593084817783,4.11952505240072,2.62032177185838,2.26622423512076,NA,6.27152427567064,69.5965148678567,2814.5,300.5,106.6,6.2,10.8,41.8,18.2,9.1,36,150.6,9.8,100,"Brandenburg",TRUE
60,"Brandenburg an der Havel - Potsdam-Mittelmark I - Havelland III - Teltow-Fläming I",12,191014,124176,32.1906004380879,33.4114482669759,32.4587681999742,25.7714856332947,1.53894472361809,2.23875789202422,23.3330112098956,22.4850212601469,2.37727097023579,3.68670274449169,2.44652750934158,1.92307692307692,NA,4.77467465532792,65.00884751903,3383.5,226.5,67.2,6.7,11.2,38.6,19.9,10.9,42.2,169.3,9.4,93,"Brandenburg",TRUE
61,"Potsdam - Potsdam-Mittelmark II - Teltow-Fläming II",12,244812,182227,32.0473914403464,30.9772975464668,31.6467921877658,24.542466264604,1.75605151816141,3.23771998661011,19.7083856947653,20.4656829119724,7.08072898088648,8.9125102207686,2.98803141137153,2.64176000263408,NA,5.64241303429239,74.4354851886345,721.6,304.9,419.1,7.2,13.4,38.2,16.5,8.4,51.9,337.1,7.1,76.1,"Brandenburg",TRUE
62,"Dahme-Spreewald - Teltow-Fläming III - Oberspreewald-Lausitz I",12,240784,169480,36.2797970261978,34.1438517819212,26.5978286523484,22.2917158366769,1.17358980410668,2.67052159546849,21.4090158130753,21.4243568562662,3.73141373613406,4.38104791125797,2.55546377153646,2.13417512390843,NA,6.2573755015341,70.3867366602432,3951.4,289.3,73.2,6.4,11.1,39.8,18.7,9.9,39.6,335.6,7.6,78.6,"Brandenburg",TRUE
63,"Frankfurt (Oder) - Oder-Spree",12,199341,135293,33.1295780269489,32.7444878892478,23.8674580355229,21.9013548372791,1.664535489641,2.15975697190542,27.3539650979725,24.2895050002587,3.8375969192789,3.89229302329019,3.67868256302987,2.1516264699578,NA,6.32848706141486,67.8701320852208,2391,241.7,101.5,6.8,11.3,39.2,19.4,10.4,43.4,273.7,9.9,113.1,"Brandenburg",TRUE
64,"Cottbus - Spree-Neiße",12,187157,125920,35.1818614993647,35.1254764930114,23.4355146124524,21.3333862770013,1.98379923761118,2.36975857687421,19.600540025413,22.2085451080051,2.60324015247776,3.4799872935197,2.29431385006353,2.07671537484117,NA,6.79399618805591,67.280411633014,1812.3,225.5,125.1,7.4,11.9,38.8,19.4,10.5,44.7,255,11,116.3,"Brandenburg",TRUE
65,"Elbe-Elster - Oberspreewald-Lausitz II",12,177689,118680,39.9848331648129,38.7967644084934,22.0188742837883,19.4944388270981,1.75682507583418,2.48567576676778,22.8656892483991,21.3355240984159,2.44270306707112,2.61543646781261,3.23053589484328,2.21267273340074,NA,5.82322210987529,66.7908536825577,2967.5,211.5,72,6.2,10.5,39.1,20.3,11.6,35.5,181.9,13.3,114,"Brandenburg",TRUE
66,"Altmark",15,172378,107895,41.4161916678252,41.3874600305853,17.2538115760693,18.718198248297,1.38004541452338,2.11131192362945,29.8104638769174,24.2643310626072,2.77862736920154,3.28282126141156,2.35506742666481,1.85087353445479,NA,3.54604013160943,62.592094118739,4716.2,206.9,44.2,7,10.8,39.6,18.4,10.2,28.2,174.8,12.2,121.6,"Saxony-Anhalt",TRUE
67,"Börde - Jerichower Land",15,228139,141814,43.6416714851848,42.454905721579,22.6479755172268,19.2357595159857,2.59917920656635,2.81707024694318,20.9845290309842,21.3201799540243,2.5462930317176,3.0187428603664,2.97854936748135,1.80236083884525,NA,3.79370160915001,62.1612262699495,3943.3,271.1,69.1,6.4,11.2,40.4,18.3,10,24.5,375.3,9.1,94.1,"Saxony-Anhalt",TRUE
